pv,tipo,empresa_informante,procedencia,procdet,geojson
SP.e-3,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,San Pedrito,"{""type"":""Point"",""coordinates"":[-64.0049388587413,-22.3415065482885]}"
BATERIA 1 Y PLANTAS COMPRESORAS GAS,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,COMPLEJO BAT1 - PCLOR 1 Y 2,"{""type"":""Point"",""coordinates"":[-68.2928755537637,-38.7272489012158]}"
PTG-PIQUIRENDA,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Planta Tratamiento Gas Piquirenda,"{""type"":""Point"",""coordinates"":[-63.7697644403766,-22.3509880610501]}"
PCG-SAN PEDRITO,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,PCG Planta San Pedrito,"{""type"":""Point"",""coordinates"":[-63.9902751987414,-22.3446398096794]}"
PLANTA COMPRESORA DE GAS,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,PUNTO C,"{""type"":""Point"",""coordinates"":[-68.5468474774291,-38.6735424264418]}"
PLANTA COMPRESORA DE GAS,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,PUNTO B,"{""type"":""Point"",""coordinates"":[-68.5985423738314,-38.6507403479886]}"
Planta Compresora de Gas,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Valle Hermoso 02,"{""type"":""Point"",""coordinates"":[-68.533050418542,-45.7865143566522]}"
Planta Compresora de Gas,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Zorro 01,"{""type"":""Point"",""coordinates"":[-68.5486452995409,-45.8759414795156]}"
PCG-MACUETA,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,PCG Planta Macueta,"{""type"":""Point"",""coordinates"":[-63.9094461890903,-22.0357138689998]}"
Mac.x-1001 bis,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Macueta,"{""type"":""Point"",""coordinates"":[-63.907891337715,-22.0105918229542]}"
Mac-1006(d),CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Macueta,"{""type"":""Point"",""coordinates"":[-63.9070481504517,-22.0120051830927]}"
MacS.a-1003,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Macueta,"{""type"":""Point"",""coordinates"":[-63.9291284096483,-22.0759223076683]}"
Bat BGU,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,Bajo Guadaloso,"{""type"":""Point"",""coordinates"":[-68.5093333870046,-53.5391666480478]}"
BAT-1,FOSA DE QUEMA,SAN JORGE PETROLEUM S.A.,PLANTA COMPRESORA,BATERIA 1,"{""type"":""Point"",""coordinates"":[-69.6025,-36.9552]}"
USPTRG01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPTRG01,"{""type"":""Point"",""coordinates"":[-68.785147345,-38.711925992]}"
PTCLCE01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTCLCE01,"{""type"":""Point"",""coordinates"":[-68.71189684,-38.3581739689999]}"
USPLLL13-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL13,"{""type"":""Point"",""coordinates"":[-68.713512411,-38.425324286]}"
USPLLL13-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL13,"{""type"":""Point"",""coordinates"":[-68.713512411,-38.425324286]}"
USPLCE04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLCE04,"{""type"":""Point"",""coordinates"":[-68.631904887,-38.416201627]}"
USPLLL06-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL06,"{""type"":""Point"",""coordinates"":[-68.769874691,-38.4174210159999]}"
Antorcha Batería Central 01,CHIMENEA DE QUEMA,CAPEX S.A.,YACIMIENTO,Yacimiento ADC,"{""type"":""Point"",""coordinates"":[-68.35726389,-38.933675]}"
Antorcha Batería Central 02,CHIMENEA DE QUEMA,CAPEX S.A.,YACIMIENTO,Yacimiento ADC,"{""type"":""Point"",""coordinates"":[-68.35758056,-38.93331389]}"
Antorcha Centro de Compresión,CHIMENEA DE QUEMA,CAPEX S.A.,YACIMIENTO,Centro de Compresión USP 25,"{""type"":""Point"",""coordinates"":[-68.42688889,-38.91786111]}"
PV-BATLOM15,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM15,"{""type"":""Point"",""coordinates"":[-69.248214966,-37.3231781]}"
PV-BATSPD01,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATSPD01,"{""type"":""Point"",""coordinates"":[-68.138323065,-37.681149035]}"
Bat CS,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,Carmen Silva,"{""type"":""Point"",""coordinates"":[-68.3726389355841,-53.4843333424161]}"
Pta SS,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,San Sebastian,"{""type"":""Point"",""coordinates"":[-68.15236115782,-53.3600833392027]}"
Bat SS1,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,San Sebastian 1,"{""type"":""Point"",""coordinates"":[-68.0996667179868,-53.4067777420705]}"
Bat SS2,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,San Sebastian 2,"{""type"":""Point"",""coordinates"":[-68.1373332810535,-53.3794721891295]}"
Bat SS3,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,San Sebastian 3,"{""type"":""Point"",""coordinates"":[-68.1477500690607,-53.349749972116]}"
Bat SS4,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,San Sebastian 4,"{""type"":""Point"",""coordinates"":[-68.1826388909506,-53.320222254037]}"
Pta LF,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,Lago fuego,"{""type"":""Point"",""coordinates"":[-67.5337221905454,-53.9694722549689]}"
Pta CP,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,CaÃ±adon Piedras,"{""type"":""Point"",""coordinates"":[-68.5146944013934,-53.0392222624473]}"
Bat CP1,FOSA DE QUEMA,PETROLERA LF COMPANY S.R.L.,PLANTA COMPRESORA,CaÃ±adon Piedras 1,"{""type"":""Point"",""coordinates"":[-68.3965555377881,-52.9968610703599]}"
PV-BATLIM02,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLIM02,"{""type"":""Point"",""coordinates"":[-69.256272189,-37.359169817]}"
SP.x-1,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,San Pedrito,"{""type"":""Point"",""coordinates"":[-64.0181347208406,-22.3729009797963]}"
SP.e-4,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,San Pedrito,"{""type"":""Point"",""coordinates"":[-64.0030944967136,-22.3116211081276]}"
PLANTA COMPRESORA DE GAS,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,ORIENTAL,"{""type"":""Point"",""coordinates"":[-68.2470460600276,-38.7522331171646]}"
PLANTA COMPRESORA DE GAS,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,OCCIDENTAL,"{""type"":""Point"",""coordinates"":[-68.5086561839357,-38.6961320778331]}"
Planta Compresora de Gas,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Tres Picos 01,"{""type"":""Point"",""coordinates"":[-68.5952056210425,-45.8810943897942]}"
PTGSBR01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTGSBR01,"{""type"":""Point"",""coordinates"":[-68.835764433,-38.750408293]}"
Bat CP2,FOSA DE QUEMA,PETROLERA LF COMPANY S.R.L.,PLANTA COMPRESORA,CaÃ±adon Piedras 2,"{""type"":""Point"",""coordinates"":[-68.5453888249593,-53.0003055211733]}"
"Planta Reguladora de Gas
",CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,PRG-CD2,"{""type"":""Point"",""coordinates"":[-68.2927437859969,-45.7632760737318]}"
Planta Compresora de Gas,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,PCG-CD1,"{""type"":""Point"",""coordinates"":[-68.2946058709641,-45.7671837521284]}"
Planta Compresora de Gas,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,PCG-AG1,"{""type"":""Point"",""coordinates"":[-68.9657367244702,-45.8316930865666]}"
Planta Tratamiento de Gas,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Zorro 03,"{""type"":""Point"",""coordinates"":[-68.5428186864332,-45.8709974205944]}"
Estacion de Control,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,CD1000,"{""type"":""Point"",""coordinates"":[-68.2921111668968,-45.7701244380923]}"
PLANTA COMPRESORA GAS,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,PCLOR 3,"{""type"":""Point"",""coordinates"":[-68.2956622308272,-38.7208307671261]}"
PLANTA TRATAMIENTO GAS,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,LOC3,"{""type"":""Point"",""coordinates"":[-68.5142414747642,-38.697940327584]}"
Planta Reguladora de Gas,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,YACIMIENTO,Zorro 02,"{""type"":""Point"",""coordinates"":[-68.5435009166339,-45.8633510284272]}"
USPEOR01-SVENTEOS-EFL002,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPEOR01,"{""type"":""Point"",""coordinates"":[-69.2182949429999,-37.987152587]}"
PV-SM-1001,CHIMENEA DE QUEMA,ROCH S.A.,YACIMIENTO,SAN MARTIN,"{""type"":""Point"",""coordinates"":[-68.581102,-53.257561]}"
BATLCO09-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATLCO09,"{""type"":""Point"",""coordinates"":[-68.912987416,-38.308629148]}"
BATCFT02-SVENTEOS-SCC001,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCFT02,"{""type"":""Point"",""coordinates"":[-69.3750665859999,-36.2255701949999]}"
PV-BATLOM14,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM14,"{""type"":""Point"",""coordinates"":[-69.2253366209999,-37.339908223]}"
PV-BATNQN03,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATRNQ03,"{""type"":""Point"",""coordinates"":[-68.2279446479999,-38.751187344]}"
USPLLL09-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL09,"{""type"":""Point"",""coordinates"":[-68.697605396,-38.48528049]}"
PV-BATCHI16,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI16,"{""type"":""Point"",""coordinates"":[-69.2486610839999,-37.309041505]}"
PV-BATCHI10,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI10,"{""type"":""Point"",""coordinates"":[-69.310054985,-37.3355320429999]}"
OESTE-MZAN-VENTEO BAT-10VIZ,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATERIA,"{""type"":""Point"",""coordinates"":[-68.4911084044293,-33.5426985179222]}"
OESTE-MZAN-VENTEO PTC-VM - Extraordinario,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PLANTA COMPRESORA,"{""type"":""Point"",""coordinates"":[-68.6324738602804,-33.4891776092592]}"
PV-BATLOM19,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM19,"{""type"":""Point"",""coordinates"":[-69.1960892979999,-37.2741974099999]}"
BATRNQ06-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATRNQ06,"{""type"":""Point"",""coordinates"":[-68.260005947,-38.694607376]}"
USPLLL11-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL11,"{""type"":""Point"",""coordinates"":[-68.6077387449999,-38.516102393]}"
VENTEO CAIMANCITO 1,CHIMENEA DE QUEMA,PETRO AP S.A.,YACIMIENTO,PLANTA DE ALMACENAMIENTO,"{""type"":""Point"",""coordinates"":[-64.5619305555555,-23.6745055555556]}"
VENTEO CAIMANCITO 2,CHIMENEA DE QUEMA,PETRO AP S.A.,YACIMIENTO,YACIMIENTO CAIMANCITO,"{""type"":""Point"",""coordinates"":[-64.60677778,-23.64258056]}"
Antorcha Frick,CHIMENEA DE QUEMA,ENAP SIPETROL ARGENTINA S.A.,YACIMIENTO,Compresor Frick,"{""type"":""Point"",""coordinates"":[-68.05775,-45.79747]}"
Venteo de bateria satelite Campo Duran,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Bateria satelite Campo Duran,"{""type"":""Point"",""coordinates"":[-63.6386568262515,-22.173168668799]}"
PV2008,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTGCDS01,"{""type"":""Point"",""coordinates"":[-68.263764932,-53.328232091]}"
PV-LF-101,CHIMENEA DE QUEMA,ROCH S.A.,YACIMIENTO,LOS FLAMENCOS GAS PLUS,"{""type"":""Point"",""coordinates"":[-67.9746055555556,-53.7319361111111]}"
MN-L-1001,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,Macueta,"{""type"":""Point"",""coordinates"":[-63.9078913380157,-22.010591823004]}"
MN-L-1006,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,Macueta,"{""type"":""Point"",""coordinates"":[-63.9070481501829,-22.0120051831123]}"
MN-L-1201,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,Macueta,"{""type"":""Point"",""coordinates"":[-63.9291284098813,-22.0759223079136]}"
SP-L-5001,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,San Pedrito,"{""type"":""Point"",""coordinates"":[-64.0181347209473,-22.372900980155]}"
ANTORCHA- COMPLEJO BAT1-PCLOR 1 Y 2,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,COMPLEJO BAT1 - PCLOR 1 Y 2,"{""type"":""Point"",""coordinates"":[-68.2920708689281,-38.7263580120898]}"
PV-BATLOM27,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM27,"{""type"":""Point"",""coordinates"":[-69.241616498,-37.293020605]}"
USPEOR02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPEOR02,"{""type"":""Point"",""coordinates"":[-69.183749071,-37.973157365]}"
USPLLL02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL02,"{""type"":""Point"",""coordinates"":[-68.6374169109999,-38.455847478]}"
BATLCC01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATLCC01,"{""type"":""Point"",""coordinates"":[-68.795519457,-38.3071709979999]}"
PV-BATLOM12,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM12,"{""type"":""Point"",""coordinates"":[-69.2522731889999,-37.34097743]}"
PTGLLL01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTGLLL01,"{""type"":""Point"",""coordinates"":[-68.599339127,-38.502559197]}"
PCGLPC05-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PCGLPC05,"{""type"":""Point"",""coordinates"":[-69.276029061,-46.208788816]}"
PTCLLL01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTCLLL01,"{""type"":""Point"",""coordinates"":[-68.742348767,-38.417674479]}"
BATBGU01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATBGU01,"{""type"":""Point"",""coordinates"":[-68.5093301749999,-53.5391605999999]}"
BATPHC04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATPHC04,"{""type"":""Point"",""coordinates"":[-69.212373516,-38.8999423189999]}"
BATLCE05-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATLCE05,"{""type"":""Point"",""coordinates"":[-68.6384106689999,-38.348571991]}"
PCGVIZ01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PCGVIZ01,"{""type"":""Point"",""coordinates"":[-68.414582657,-33.5461194289999]}"
PCGBCA01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PCGBCA01,"{""type"":""Point"",""coordinates"":[-68.7766519049999,-33.1285080329999]}"
USPLLL05-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL05,"{""type"":""Point"",""coordinates"":[-68.67291603,-38.5016584209999]}"
BATVEN01-SVENTEOS-SCC001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATVEN01,"{""type"":""Point"",""coordinates"":[-68.687338349,-33.3267321119999]}"
BATCAM01-SVENTEOS-SCTRL001,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCAM01,"{""type"":""Point"",""coordinates"":[-69.393546825,-36.9872362369999]}"
Venteo (Flare) Gral,FOSA DE QUEMA,PETROQUIMICA COMODORO RIVADAVIA S.A.,PLANTA COMPRESORA,Planta de Tratamiento de Crudo El Sosneado,"{""type"":""Point"",""coordinates"":[-69.3952,-35.05087]}"
Venteo (Flear) 1,CHIMENEA DE QUEMA,PETROQUIMICA COMODORO RIVADAVIA S.A.,YACIMIENTO,Planta Compresora Medanito,"{""type"":""Point"",""coordinates"":[-67.78021,-38.02064]}"
Venteo (Flear) 2,CHIMENEA DE QUEMA,PETROQUIMICA COMODORO RIVADAVIA S.A.,YACIMIENTO,Compresor La Mariposa,"{""type"":""Point"",""coordinates"":[-67.5608,-38.04338]}"
Venteo (Flear) 3,CHIMENEA DE QUEMA,PETROQUIMICA COMODORO RIVADAVIA S.A.,YACIMIENTO,Compresor Bat-5,"{""type"":""Point"",""coordinates"":[-67.56536,-38.13904]}"
Venteo PPC,CHIMENEA DE QUEMA,CHAÑARES ENERGIA S.A.,YACIMIENTO,BaterÃ­a Puesto Pozo Cercado 1002,"{""type"":""Point"",""coordinates"":[-68.9082610700279,-33.3745111059397]}"
PV-LF-102,CHIMENEA DE QUEMA,ROCH S.A.,YACIMIENTO,LOS FLAMENCOS,"{""type"":""Point"",""coordinates"":[-68.052005,-53.423105]}"
VENTEO PLANTA RIO CHICO,CHIMENEA DE QUEMA,ROCH S.A.,YACIMIENTO,RIO CHICO-LAS VIOLETAS-LOS PATOS-LOS FLAMENCOS,"{""type"":""Point"",""coordinates"":[-67.96083473,-53.67696922]}"
ALIVIO LA MARINA,CHIMENEA DE QUEMA,ROCH S.A.,YACIMIENTO,RIO CHICO-LAS VIOLETAS-LOS PATOS-LOS FLAMENCOS,"{""type"":""Point"",""coordinates"":[-68.10240104292,-53.50265276218]}"
VENTEO PLANTA RIO CULLEN,CHIMENEA DE QUEMA,ROCH S.A.,YACIMIENTO,RIO CULLEN,"{""type"":""Point"",""coordinates"":[-68.48173097,-52.70908092]}"
NB,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,NB,"{""type"":""Point"",""coordinates"":[-69.0174720753813,-38.8613003405931]}"
PE,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,PE,"{""type"":""Point"",""coordinates"":[-69.0543821433852,-38.8566864526232]}"
BG,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,BG,"{""type"":""Point"",""coordinates"":[-69.1478956239644,-38.8404361991183]}"
PTZ DEW POINT,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,PTZ DEW POINT,"{""type"":""Point"",""coordinates"":[-69.5100095484045,-38.9969624812627]}"
GU3,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,GU3,"{""type"":""Point"",""coordinates"":[-69.2672440349164,-38.8587534534081]}"
AC,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,AC,"{""type"":""Point"",""coordinates"":[-69.6982595875989,-38.9879889824219]}"
PTGEFO,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,PTGEFO,"{""type"":""Point"",""coordinates"":[-67.8745537796574,-39.0097539609771]}"
GU CAMPO,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,GU CAMPO,"{""type"":""Point"",""coordinates"":[-69.2302054676199,-38.8662458500828]}"
PTZO,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,PTZO,"{""type"":""Point"",""coordinates"":[-69.5624104178247,-39.0123408871849]}"
RCON,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,RCON,"{""type"":""Point"",""coordinates"":[-69.2450869789973,-39.0590088079308]}"
RCOS,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,RCOS,"{""type"":""Point"",""coordinates"":[-69.2280460021323,-39.0913986574334]}"
RCOE,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,RCOE,"{""type"":""Point"",""coordinates"":[-69.1964347299841,-39.0836646418158]}"
BZA,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,BZA,"{""type"":""Point"",""coordinates"":[-69.80722319736,-38.9828272755176]}"
DIN,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,DIN,"{""type"":""Point"",""coordinates"":[-69.2350316102323,-38.9042315089334]}"
BBG,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,BBG,"{""type"":""Point"",""coordinates"":[-69.0924196827005,-38.8451323663991]}"
PL1,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,PL1,"{""type"":""Point"",""coordinates"":[-69.0604728199332,-38.8250834934226]}"
PL2,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,PL2,"{""type"":""Point"",""coordinates"":[-69.0443455160843,-38.8160286766288]}"
PTZN,CHIMENEA DE QUEMA,APACHE ENERGIA ARGENTINA S.R.L.,YACIMIENTO,PTZN,"{""type"":""Point"",""coordinates"":[-69.4696195232211,-38.9444909975592]}"
USPRDM01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPRDM01,"{""type"":""Point"",""coordinates"":[-69.291516493,-38.557046456]}"
BATSBR05-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATSBR05,"{""type"":""Point"",""coordinates"":[-68.9727117689999,-38.7668122339999]}"
PV-BATLIM03,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLIM03,"{""type"":""Point"",""coordinates"":[-69.2879758409999,-37.360321959]}"
Venteo de planta Campo Duran - CompresiÃÂ³n,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Planta Campo Duran,"{""type"":""Point"",""coordinates"":[-63.643764,-22.191492]}"
VENTEO PLANTA SAN LUIS,CHIMENEA DE QUEMA,ROCH S.A.,YACIMIENTO,RIO CHICO-SACA-SAN LUIS,"{""type"":""Point"",""coordinates"":[-67.62844903,-53.88140514]}"
PV-BAT CC,FOSA DE QUEMA,ROCH S.A.,PLANTA COMPRESORA,CAJON DE LOS CABALLOS,"{""type"":""Point"",""coordinates"":[-69.51965308,-36.10860432]}"
ALIVIO DE BATERIA LF-1001,CHIMENEA DE QUEMA,ROCH S.A.,YACIMIENTO,LOS FLAMENCOS,"{""type"":""Point"",""coordinates"":[-68.00959323,-53.71990871]}"
Venteo de bateria satelite Campo Duran,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Bateria satelite Campo Duran,"{""type"":""Point"",""coordinates"":[-63.639187,-22.18304]}"
Venteo de bateria Rio Pescado,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,Bateria Rio Pescado,"{""type"":""Point"",""coordinates"":[-64.449475,-22.93917]}"
USPLLL07-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL07,"{""type"":""Point"",""coordinates"":[-68.6879338369999,-38.447154718]}"
RO-ELP-P-EPC-PTCELP01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTCELP01,"{""type"":""Point"",""coordinates"":[-69.6613691319999,-37.14261328]}"
USPSBR01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPSBR01,"{""type"":""Point"",""coordinates"":[-68.9863713089999,-38.7619178909999]}"
PCGLHC23-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PCGLHC23,"{""type"":""Point"",""coordinates"":[-68.901223559,-46.5717938069999]}"
USPSBR04-SVENTEOS-EFL002,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPSBR04,"{""type"":""Point"",""coordinates"":[-68.9161672179999,-38.74828866]}"
BATLAS01-SVENTEOS-SCC001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATLAS01,"{""type"":""Point"",""coordinates"":[-69.6683409779999,-35.983737181]}"
Venteo BaterÃ­a Aguada del Chivato,CHIMENEA DE QUEMA,MEDANITO S.A.,YACIMIENTO,BaterÃ­a Aguada del Chivato (BaterÃ­a y parque de compresiÃ³n),"{""type"":""Point"",""coordinates"":[-68.9778249999999,-37.4921399999999]}"
BATLAS01-SVENTEOS-SCC001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATLAS01,"{""type"":""Point"",""coordinates"":[-69.6683409779999,-35.983737181]}"
BATLCO11-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATLCO11,"{""type"":""Point"",""coordinates"":[-68.902346047,-38.3450254159999]}"
